,Country,Region,Year,Ladder,Log GDP,Social Supp,Life expectancy,Freedom,generosity,Corruption,Violence,Rate Beds,Rate Medical,Rate Nursing,Rate Dentists,poverty_gap,poverty_severity,gini
1242,Portugal,Southern Europe,2015,5.081,10.347,0.866,71.8,0.8,-0.163,0.941,0.917840123,33.7,47.5,65.342,9.134,0.002545614930848,0.0015058917243137,0.3552330233489519
1243,Portugal,Southern Europe,2014,5.127,10.325,0.862,71.6,0.847,-0.126,0.941,0.806274414,33.2,45.61,63.737,8.767,0.0023586101522995,0.0013574568355286,0.3556217280605046
1244,Portugal,Southern Europe,2013,5.158,10.312,0.867,71.4,0.788,-0.118,0.946,0.748763442,33.9,43.968,62.888,8.473,0.0039186498698505,0.0023273922068634,0.3618710435868761
1245,Portugal,Southern Europe,2012,4.994,10.315,0.866,71.2,0.774,-0.097,0.959,0.775272608,34.1,42.377,62.159,8.045,0.0036242085189778,0.0023268555877264,0.3603479237580413
1246,Portugal,Southern Europe,2011,5.22,10.353,0.856,71.0,0.875,-0.173,0.962,0.741739273,33.7,41.196,61.031,7.675,0.0019078294615067,0.0010529795387455,0.3634467741802836
1247,Portugal,Southern Europe,2010,5.095,10.368,0.864,70.8,0.721,-0.106,0.948,0.717686951,33.7,39.785,58.964,7.655,0.0005450505100331566,0.00027191400526652284,0.3584467048370872
1248,Portugal,Southern Europe,2008,5.717,10.384,0.886,70.32,0.646,-0.217,0.933,0.987546325,33.9,37.456,53.595,6.789,0.0005412481276718781,0.0003101168951589542,0.3663415096864779
1254,Romania,Central and Eastern Europe,2018,6.151,10.26,0.818,67.2,0.845,-0.217,0.921,0.046884775,,,,,0.0,0.0,0.2878286630772367
1255,Romania,Central and Eastern Europe,2018,6.151,10.26,0.818,67.2,0.845,-0.217,0.921,0.046884775,,,,,0.0092282447643362,0.0053487632341307,0.3576150330987012
1256,Romania,Central and Eastern Europe,2017,6.09,10.211,0.811,66.9,0.839,-0.16,0.926,0.056402251,68.9,29.739,73.723,7.946,0.0130087860446085,0.007882033697554,0.3601682788220033
1257,Romania,Central and Eastern Europe,2016,5.969,10.136,0.809,66.6,0.822,-0.115,0.949,0.277196616,68.4,22.563,60.918,8.064,0.0,0.0,0.2834570482756305
1258,Romania,Central and Eastern Europe,2016,5.969,10.136,0.809,66.6,0.822,-0.115,0.949,0.277196616,68.4,22.563,60.918,8.064,0.0107890315143826,0.0056230729164325,0.3440693452441499
1259,Romania,Central and Eastern Europe,2015,5.777,10.083,0.787,66.3,0.796,-0.141,0.962,0.189114437,67.9,,,,0.017140085463262,0.0086823044701237,0.3591389061710717
1260,Romania,Central and Eastern Europe,2014,5.727,10.041,0.753,66.08,0.754,-0.1,0.958,0.049136128,67.1,,,,0.0253464451963047,0.0135915538536356,0.3601153965450384
1261,Romania,Central and Eastern Europe,2013,5.082,10.004,0.778,65.86,0.655,-0.129,0.952,0.179133072,66.7,26.326,61.555,7.1,0.0,0.0,0.274506993151125
1262,Romania,Central and Eastern Europe,2013,5.082,10.004,0.778,65.86,0.655,-0.129,0.952,0.179133072,66.7,26.326,61.555,7.1,0.0226309160226103,0.0123943960599402,0.3691771723582573
1263,Romania,Central and Eastern Europe,2012,5.167,9.965,0.74,65.64,0.645,-0.112,0.959,0.082341559,66.0,26.003,59.633,6.843,0.0,0.0,0.2733423763804717
1264,Romania,Central and Eastern Europe,2012,5.167,9.965,0.74,65.64,0.645,-0.112,0.959,0.082341559,66.0,26.003,59.633,6.843,0.0220418016368526,0.0116815546150798,0.3654827081107032
1265,Romania,Central and Eastern Europe,2011,5.023,9.94,0.753,65.42,0.65,-0.14,0.964,0.186090663,63.1,25.298,58.421,6.589,0.0,0.0,0.2721151985334068
1266,Romania,Central and Eastern Europe,2011,5.023,9.94,0.753,65.42,0.65,-0.14,0.964,0.186090663,63.1,25.298,58.421,6.589,0.0204446012277433,0.0113055261274856,0.3587193030262751
1267,Romania,Central and Eastern Europe,2010,4.909,9.915,0.689,65.2,0.566,-0.085,0.974,0.273600399,62.8,24.97,57.497,6.373,0.0,0.0,0.2815823775748283
1268,Romania,Central and Eastern Europe,2010,4.909,9.915,0.689,65.2,0.566,-0.085,0.974,0.273600399,62.8,24.97,57.497,6.373,0.0145802558218406,0.0078400038352307,0.3547255087665382
1269,Romania,Central and Eastern Europe,2009,5.368,9.949,0.812,64.96,0.606,-0.196,0.967,0.359366298,66.2,24.619,61.783,6.082,0.0,0.0,0.2818934636147026
1270,Romania,Central and Eastern Europe,2009,5.368,9.949,0.812,64.96,0.606,-0.196,0.967,0.359366298,66.2,24.619,61.783,6.082,0.0082705832247009,0.0032300409887643,0.3556450721660598
1271,Romania,Central and Eastern Europe,2007,5.394,9.892,0.736,64.48,0.686,-0.188,0.949,0.198067933,65.4,23.235,61.117,5.597,0.0002780784851533204,9.428897850493564e-06,0.3020728975630145
1272,Romania,Central and Eastern Europe,2007,5.394,9.892,0.736,64.48,0.686,-0.188,0.949,0.198067933,65.4,23.235,61.117,5.597,0.0174099326685111,0.0088266202998689,0.375483157786232
1273,Russia,Commonwealth of Independent States,2018,5.514,10.191,0.909,64.3,0.729,-0.147,0.865,,71.2,41.188,85.273,,4.76748946890012e-05,1.4813809027326376e-05,0.3747300623276349
1274,Russia,Commonwealth of Independent States,2018,5.514,10.191,0.909,64.3,0.729,-0.147,0.865,,71.2,41.188,85.273,,0.000625339161267871,0.000386928080687552,0.3525717614358132
1275,Russia,Commonwealth of Independent States,2017,5.579,10.166,0.896,63.9,0.731,-0.145,0.862,,80.5,40.784,85.475,,6.882521652643694e-05,2.2599499747846087e-05,0.3723907096459149
1276,Russia,Commonwealth of Independent States,2017,5.579,10.166,0.896,63.9,0.731,-0.145,0.862,,80.5,40.784,85.475,,0.0012050426465062,0.0007845231290222951,0.354576048135821
1277,Russia,Commonwealth of Independent States,2016,5.855,10.149,0.911,63.5,0.714,-0.181,0.925,,81.6,39.822,85.532,,7.197650970819127e-05,3.4162534074587834e-05,0.3684849933580648
1278,Russia,Commonwealth of Independent States,2016,5.855,10.149,0.911,63.5,0.714,-0.181,0.925,,81.6,39.822,85.532,,0.0009891550336746458,0.0005513248580550482,0.367521530710835
1279,Russia,Commonwealth of Independent States,2015,5.996,10.149,0.924,63.1,0.685,-0.171,0.913,,83.5,39.418,89.859,,4.978478809710208e-05,9.714225914210516e-06,0.3774084155026237
1280,Russia,Commonwealth of Independent States,2015,5.996,10.149,0.924,63.1,0.685,-0.171,0.913,,83.5,39.418,89.859,,0.0013266108688711,0.0008209523980969166,0.3656487252712698
1281,Russia,Commonwealth of Independent States,2014,6.037,10.171,0.932,62.68,0.744,-0.265,0.869,,88.1,41.381,132.506,2.849,3.3920117495921535e-05,7.589393377728498e-06,0.3988122189329656
1282,Russia,Commonwealth of Independent States,2014,6.037,10.171,0.932,62.68,0.744,-0.265,0.869,,88.1,41.381,132.506,2.849,0.0012127655617442,0.0007207016458194734,0.3708555496995138
1283,Russia,Commonwealth of Independent States,2013,5.537,10.182,0.881,62.26,0.661,-0.289,0.934,,90.7,40.052,128.114,2.9,1.0648323031992755e-05,2.630209476325673e-06,0.4088442434925359
1284,Russia,Commonwealth of Independent States,2012,5.621,10.166,0.901,61.84,0.609,-0.293,0.938,,93.0,40.217,124.092,2.941,5.511499229320111e-05,1.8610789780414204e-05,0.4071482692350806
1285,Russia,Commonwealth of Independent States,2011,5.389,10.129,0.883,61.42,0.626,-0.279,0.935,,94.2,42.396,91.67,2.928,6.686009846775907e-05,2.503576948575575e-05,0.3974931440720013
1286,Russia,Commonwealth of Independent States,2010,5.385,10.087,0.909,61.0,0.613,-0.296,0.937,,94.1,49.971,76.836,2.896,0.00018504927654302867,6.744706152710025e-05,0.3954897759829827
1287,Russia,Commonwealth of Independent States,2009,5.158,10.044,0.908,60.42,0.617,-0.283,0.954,,96.8,49.684,77.364,2.868,0.0001253858754687654,4.068924883326677e-05,0.3984560089435569
1288,Russia,Commonwealth of Independent States,2008,5.619,10.125,0.882,59.84,0.643,-0.305,0.924,,98.5,49.187,77.04,2.899,0.0002344915239335405,0.0001063388044693134,0.4156858509258975
1289,Russia,Commonwealth of Independent States,2007,5.223,10.074,0.885,59.26,0.593,-0.284,0.933,,107.1,49.421,78.574,2.891,0.0003904256888668069,0.00013692265674539184,0.4227247301300453
1292,Rwanda,Sub-Saharan Africa,2016,3.333,7.576,0.665,59.9,0.911,0.025,0.159,-0.054899283,,1.199,10.352,,0.18348162985338,0.0862499235983666,0.4371004775710727
1295,Rwanda,Sub-Saharan Africa,2013,3.466,7.449,0.75,58.06,0.904,-0.028,0.117,-0.110951617,,0.994,,,0.1874096660348235,0.0879864705895337,0.4511283185925631
1312,Senegal,Sub-Saharan Africa,2018,4.769,8.106,0.739,59.6,0.629,-0.074,0.805,-0.101474032,,,,,0.0176430935173074,0.0055001259049051,0.3831478423987603
1319,Senegal,Sub-Saharan Africa,2011,3.834,7.904,0.602,56.56,0.641,-0.16,0.87,-0.280602247,,,,,0.1432916173750525,0.0682385733727493,0.4028522509477501
1324,Serbia,Southern Europe,2018,5.936,9.762,0.853,68.2,0.74,-0.1,0.864,0.008951124,,,,,3.857261656282172e-05,4.016536354979812e-06,0.3035105750536732
1325,Serbia,Southern Europe,2018,5.936,9.762,0.853,68.2,0.74,-0.1,0.864,0.008951124,,,,,0.0146843906106001,0.0112639785817196,0.3501800932393989
1326,Serbia,Southern Europe,2017,5.122,9.713,0.884,67.8,0.685,-0.077,0.851,0.086855382,56.1,,,,0.0326339593474383,0.026738701666605,0.3615189693594668
1327,Serbia,Southern Europe,2016,5.753,9.688,0.895,67.4,0.614,-0.068,0.89,0.140153617,55.9,36.784,71.906,,0.0417774770666257,0.0347417566326655,0.3883249686323298
1328,Serbia,Southern Europe,2015,5.318,9.649,0.816,67.0,0.546,-0.062,0.859,0.238982022,55.8,29.044,82.404,2.964,0.0002478171342514832,0.00012110773230925052,0.2851573608617739
1329,Serbia,Southern Europe,2015,5.318,9.649,0.816,67.0,0.546,-0.062,0.859,0.238982022,55.8,29.044,82.404,2.964,0.0401567152350945,0.0326960002641882,0.4051831835333551
1330,Serbia,Southern Europe,2014,5.113,9.627,0.783,66.84,0.532,0.072,0.912,0.184110776,55.2,29.03,78.86,3.062,0.0430575957372832,0.0346954941167707,0.4049414497713779
1331,Serbia,Southern Europe,2013,5.102,9.638,0.828,66.68,0.533,-0.1,0.908,-0.075638093,55.0,29.403,77.15,3.165,0.00032656897740102227,7.756423804932041e-05,0.2901711378407903
1332,Serbia,Southern Europe,2013,5.102,9.638,0.828,66.68,0.533,-0.1,0.908,-0.075638093,55.0,29.403,77.15,3.165,0.0323870011855665,0.0253483072685802,0.394900682924423
1333,Serbia,Southern Europe,2012,5.155,9.605,0.819,66.52,0.461,-0.13,0.952,-0.217299461,54.4,29.395,75.784,3.238,0.0293032739978176,0.0227240864351745,0.3992465865803568
1335,Serbia,Southern Europe,2010,4.461,9.579,0.726,66.2,0.463,-0.17,0.965,-0.421741664,54.0,29.157,,3.306,0.00013840230337213677,2.480233781522433e-05,0.2901660527125217
1336,Serbia,Southern Europe,2009,4.38,9.568,0.77,66.0,0.373,-0.178,0.961,-0.47735855,53.5,28.717,,2.957,0.0002522492125805664,4.842348391209183e-05,0.2797414927715403
1337,Serbia,Southern Europe,2007,4.75,9.532,0.844,65.6,0.453,-0.165,0.905,-0.591357946,53.5,27.506,,,0.0008324052940979343,0.00030890835065112184,0.2870669932974048
1338,Sierra Leone,Sub-Saharan Africa,2018,4.306,7.417,0.65,50.8,0.716,0.095,0.856,-0.08529795,,0.72,7.323,0.019,0.0604043097853504,0.0201041102068197,0.3569017755923103
1344,Sierra Leone,Sub-Saharan Africa,2011,4.502,7.292,0.782,44.32,0.77,0.005,0.855,-0.168444857,,0.25,2.65,,0.1059395757588611,0.0414952247306045,0.340302393161764
1359,Slovakia,Central and Eastern Europe,2018,6.235,10.376,0.922,68.9,0.758,-0.167,0.91,,57.0,35.21,60.225,5.102,0.0009739058608035768,0.0006923218040373186,0.2497014747752155
1360,Slovakia,Central and Eastern Europe,2017,6.366,10.339,0.913,68.6,0.714,-0.055,0.92,,58.2,34.21,59.69,5.006,0.0013186158450649,0.000970463976641082,0.2323775095337611
1361,Slovakia,Central and Eastern Europe,2016,5.993,10.31,0.945,68.3,0.7,-0.061,0.917,,57.8,34.733,60.791,4.973,0.0117377213523552,0.0109494498083344,0.2516774668139762
1362,Slovakia,Central and Eastern Europe,2015,6.162,10.291,0.943,68.0,0.587,-0.128,0.928,,57.5,34.509,60.217,4.88,0.0031053611494632,0.001931344183547,0.2649165693807379
1363,Slovakia,Central and Eastern Europe,2014,6.139,10.244,0.924,67.76,0.635,-0.126,0.914,,57.9,34.272,60.818,4.875,0.0045287683690087,0.0038586227628482,0.2610663498222747
1364,Slovakia,Central and Eastern Europe,2013,5.937,10.218,0.909,67.52,0.598,-0.051,0.915,,58.0,33.898,60.766,4.776,0.0017546218075771,0.0011915195689697,0.2808620880814291
1365,Slovakia,Central and Eastern Europe,2012,5.911,10.213,0.926,67.28,0.62,-0.028,0.907,,59.1,33.633,61.455,4.927,0.001605022517483,0.0010800282780897,0.2611629567378296
1366,Slovakia,Central and Eastern Europe,2011,5.945,10.196,0.917,67.04,0.727,0.01,0.907,,60.5,33.037,62.709,4.846,0.0021150938028441,0.0013191227240156,0.2653837833459055
1367,Slovakia,Central and Eastern Europe,2010,6.052,10.169,0.92,66.8,0.636,-0.101,0.907,,64.6,33.559,64.152,4.935,0.0027250437793205,0.001719724064828,0.2731571993554628
1368,Slovenia,Southern Europe,2018,6.249,10.546,0.941,71.1,0.942,-0.119,0.839,0.901137114,44.3,31.298,100.988,7.085,0.0,0.0,0.2463336450390815
1369,Slovenia,Southern Europe,2017,6.167,10.509,0.928,70.8,0.921,-0.025,0.829,0.873399794,45.0,30.538,98.699,6.934,0.0,0.0,0.2421930734814625
1370,Slovenia,Southern Europe,2016,5.937,10.463,0.934,70.5,0.904,-0.055,0.838,0.990436018,44.9,29.78,96.239,6.799,0.0,0.0,0.24757935942121
1371,Slovenia,Southern Europe,2015,5.741,10.433,0.901,70.2,0.896,0.008,0.892,0.953392744,45.1,28.017,87.832,6.689,1.7132232019889786e-05,6.048133228245666e-06,0.2540846455145272
1372,Slovenia,Southern Europe,2014,5.678,10.412,0.908,70.0,0.888,0.052,0.909,0.965773404,45.4,27.529,85.739,6.579,0.0,0.0,0.2565753466099901
1373,Slovenia,Southern Europe,2013,5.975,10.385,0.932,69.8,0.89,0.036,0.918,0.88225168,45.5,26.134,83.271,6.451,9.99876482682394e-05,4.606070984708486e-05,0.2624110437602677
1374,Slovenia,Southern Europe,2012,6.063,10.397,0.925,69.6,0.904,-0.02,0.891,0.935110688,45.4,25.263,81.715,6.263,4.268051244928042e-05,6.93835283922864e-06,0.2558550226177477
1375,Slovenia,Southern Europe,2011,6.036,10.426,0.931,69.4,0.907,-0.025,0.893,0.969209671,46.2,24.793,83.341,6.197,0.0,0.0,0.2486803368145231
1376,Slovenia,Southern Europe,2010,6.083,10.419,0.917,69.2,0.896,0.029,0.845,0.866508842,45.7,24.202,82.006,6.12,6.396461912270258e-05,4.467773097963938e-05,0.2493325952981786
1377,Slovenia,Southern Europe,2009,5.83,10.41,0.919,68.9,0.896,-0.019,0.804,0.936905801,46.0,24.027,80.465,6.042,0.0,0.0,0.2478773525866067
1389,South Africa,Sub-Saharan Africa,2014,4.828,9.464,0.881,54.34,0.794,-0.117,0.82,-0.146388963,,,,1.063,0.0687127382849715,0.0325443069205634,0.6302607272842363
1393,South Africa,Sub-Saharan Africa,2010,4.652,9.43,0.917,50.5,0.739,-0.202,0.791,-0.029427003,23.0,,,1.023,0.0548960723413423,0.0238337174248936,0.6338318797190594
1395,South Africa,Sub-Saharan Africa,2008,5.346,9.444,0.81,49.26,0.749,-0.095,0.866,0.049528994,23.9,,,,0.0544888617078272,0.0229061917391005,0.6300899730435641
1399,South Korea,Eastern Asia,2016,5.971,10.593,0.811,73.0,0.591,0.026,0.862,,119.8,22.89,69.785,4.707,0.0006474302836107919,0.00018492740754183585,0.3140485646808574
1401,South Korea,Eastern Asia,2014,5.801,10.546,0.738,72.44,0.623,-0.043,0.834,,115.9,22.092,56.153,4.54,0.0013552578491638,0.0007794523650040793,0.3119290458117106
1403,South Korea,Eastern Asia,2012,6.003,10.494,0.775,71.92,0.618,0.018,0.844,,102.5,20.976,49.039,4.41,0.0012751599571939,0.0006522901287007021,0.315580516616974
1405,South Korea,Eastern Asia,2010,6.116,10.447,0.816,71.4,0.677,-0.033,0.752,,87.4,20.137,47.082,4.289,0.0022832640085925,0.0015027824864634,0.3202122456334625
1407,South Korea,Eastern Asia,2008,5.39,10.383,0.754,70.8,0.524,-0.102,0.771,,77.3,18.705,44.095,4.081,0.0016489205761628,0.0011200152589689,0.3232483259237094
1410,S. Sudan,Sub-Saharan Africa,2016,2.888,7.476,0.532,50.6,0.44,-0.057,0.785,-2.418965578,,,,,0.3202397737724409,0.1908974603737835,0.4414412815221023
1413,Spain,Southern Europe,2018,6.513,10.605,0.91,74.4,0.722,-0.075,0.777,0.287804037,29.7,40.213,60.666,8.076,0.0057264686076142,0.0048822108913114,0.3471894730060089
1414,Spain,Southern Europe,2017,6.23,10.586,0.903,74.1,0.756,-0.032,0.791,0.282884181,29.7,38.776,59.307,7.876,0.0054050975714256,0.0050112935708117,0.3465454688035377
1415,Spain,Southern Europe,2016,6.319,10.56,0.942,73.8,0.768,-0.048,0.819,0.413188279,29.7,38.244,57.047,7.685,0.0071053661873305,0.0058355946811998,0.3575989420946042
1416,Spain,Southern Europe,2015,6.381,10.531,0.956,73.5,0.732,-0.072,0.822,0.251491189,29.8,38.465,54.722,7.461,0.006314958995682,0.0054078223620527,0.3618141917496762
1417,Spain,Southern Europe,2014,6.456,10.492,0.948,73.38,0.738,-0.028,0.854,0.243121743,29.7,38.021,53.339,7.164,0.004797198643516,0.0039057559847723,0.3605441354992986
1418,Spain,Southern Europe,2013,6.15,10.476,0.929,73.26,0.759,-0.101,0.916,0.012017759,29.6,38.123,53.225,6.962,0.0074227752898252,0.0060656898082015,0.3618516715223187
1419,Spain,Southern Europe,2012,6.291,10.487,0.937,73.14,0.755,-0.059,0.844,-0.029516449,29.9,38.248,54.155,6.67,0.0059693100561044,0.00501463050824,0.3540633036321469
1420,Spain,Southern Europe,2011,6.518,10.518,0.944,73.02,0.819,-0.122,0.846,0.021104537,30.5,38.363,53.859,6.221,0.0086139836008892,0.007738505955365,0.3569860433175269
1421,Spain,Southern Europe,2010,6.188,10.529,0.95,72.9,0.796,-0.138,0.84,-0.318043739,31.1,37.583,53.131,5.975,0.0052296506510552,0.0045616230280846,0.3524683705170985
1422,Spain,Southern Europe,2009,6.199,10.532,0.929,72.62,0.749,-0.127,0.798,-0.47459957,31.6,35.973,51.125,5.764,0.0058063007264008,0.0048385916059989,0.3492612562751039
1423,Spain,Southern Europe,2008,7.294,10.579,0.948,72.34,0.834,-0.15,0.683,-0.383085459,32.0,35.439,49.779,5.59,0.0036364474471135,0.003099755908866,0.3422157251835024
1424,Spain,Southern Europe,2007,6.995,10.587,0.957,72.06,0.782,-0.093,0.784,-0.27673164,32.5,35.591,47.59,5.418,0.0028188968290519,0.0025623038040202,0.3413883399203715
1430,Sri Lanka,Southern Asia,2012,4.225,9.279,0.824,66.3,0.8,0.161,0.823,-0.717079222,,7.469,17.903,0.582,0.0039305973976658,0.0010146460278653,0.3871360847673566
1433,Sri Lanka,Southern Asia,2009,4.212,9.049,0.83,66.02,0.799,0.306,0.69,-1.340903044,,6.707,15.28,0.419,0.006234966676364,0.0017579352756979,0.3605415245038916
1436,Sudan,Sub-Saharan Africa,2014,4.139,8.317,0.811,55.12,0.39,-0.063,0.794,-2.363084555,80.1,,12.307,,0.0361323258561119,0.0128959399881375,0.3424319710758948
1440,Sudan,Sub-Saharan Africa,2009,4.455,8.106,0.911,53.7,0.71,0.077,0.701,-2.647073746,7.3,,,,0.0519081137853904,0.0217094133900272,0.3539533699120034
1444,Sweden,Western Europe,2018,7.375,10.881,0.931,72.6,0.942,0.077,0.263,0.940556705,21.4,43.265,116.597,8.087,0.0061775813392714,0.0057313892642041,0.2997418872901206
1445,Sweden,Western Europe,2017,7.287,10.873,0.914,72.5,0.935,0.17,0.239,0.984416783,22.1,42.697,116.679,8.136,0.0014801997662664,0.0011248802709387,0.2877460335084788
1446,Sweden,Western Europe,2016,7.369,10.861,0.912,72.4,0.918,0.146,0.246,1.017940879,23.4,42.214,116.676,8.125,0.0021829176541727,0.0020141253688826,0.2956217445103506
1447,Sweden,Western Europe,2015,7.289,10.853,0.929,72.3,0.935,0.211,0.232,0.947106421,24.4,41.545,116.636,8.127,0.0027747552135207,0.0020163592886805,0.2921019079394953
1448,Sweden,Western Europe,2014,7.239,10.82,0.933,72.22,0.945,0.202,0.25,1.065414786,25.4,40.885,116.461,8.109,0.003358478422449,0.002755039470064,0.2838972273945099
1449,Sweden,Western Europe,2013,7.434,10.804,0.916,72.14,0.936,0.159,0.324,1.127778053,25.9,40.241,116.561,8.13,0.0052768490708945,0.0047368045996302,0.2882522062893209
1450,Sweden,Western Europe,2012,7.56,10.8,0.929,72.06,0.944,0.132,0.254,1.170597196,26.6,39.535,116.442,8.175,0.0035731864467064,0.0031810556184486,0.2764537942301526
1451,Sweden,Western Europe,2011,7.382,10.814,0.921,71.98,0.941,0.161,0.269,1.230688095,27.0,38.824,116.185,8.167,0.0039950769975967,0.003344896054665,0.2760662244844292
1452,Sweden,Western Europe,2010,7.496,10.79,0.97,71.9,0.905,0.141,0.253,1.094170451,27.3,38.072,116.059,8.107,0.0038919393972468,0.0035369679584359,0.2773816077441872
1453,Sweden,Western Europe,2009,7.266,10.74,0.903,71.76,0.864,0.221,0.292,1.084638238,27.6,37.495,115.277,8.084,0.0032371793112061,0.0028712431161083,0.2734146969462609
1454,Sweden,Western Europe,2008,7.516,10.793,0.923,71.62,0.912,0.125,0.314,1.128336549,28.1,36.786,115.015,8.141,0.0046320061439716,0.0042242883979887,0.2812133563553238
1455,Sweden,Western Europe,2007,7.241,10.806,0.917,71.48,0.91,0.146,0.289,1.271478295,28.6,36.204,114.556,8.279,0.0034305677161278,0.0032301493205773,0.2711610523548811
1456,Switzerland,Western Europe,2018,7.509,11.134,0.93,74.1,0.926,0.101,0.301,1.333553433,46.3,43.385,179.185,5.094,0.00020551332781089388,0.00014735959668929672,0.3314105099791199
1457,Switzerland,Western Europe,2017,7.474,11.115,0.95,73.8,0.925,0.18,0.316,1.256805301,46.5,42.978,175.442,5.16,0.0,0.0,0.3267633398191087
1458,Switzerland,Western Europe,2016,7.459,11.106,0.928,73.5,0.934,0.088,0.302,1.306290388,46.9,42.509,173.423,5.036,0.0002884002027759466,0.0002427047773740388,0.3304245095832953
1459,Switzerland,Western Europe,2015,7.572,11.1,0.938,73.2,0.928,0.109,0.21,1.339359045,47.3,41.974,168.925,5.071,0.000153009054588567,8.6306939387682e-05,0.3230695715732445
1460,Switzerland,Western Europe,2014,7.493,11.098,0.959,73.06,0.949,0.06,0.283,1.402652621,47.3,41.263,164.575,5.105,2.308101897223742e-05,1.6636203675332686e-06,0.325256587142953
1461,Switzerland,Western Europe,2012,7.776,11.079,0.947,72.78,0.945,0.139,0.323,1.418336034,49.7,39.162,158.824,5.229,9.861552616138936e-06,1.0847166443315187e-06,0.3156712651222328
1462,Switzerland,Western Europe,2009,7.525,11.055,0.938,72.26,0.891,0.125,0.342,1.307721257,51.0,38.374,141.727,5.21,0.00013569009272679163,5.8059307456931646e-05,0.3285585629562869
1472,Taiwan,Eastern Asia,2016,6.513,10.855,0.895,63.02,0.719,-0.049,0.811,,,,,,0.0,0.0,0.3148271564455894
1475,Taiwan,Eastern Asia,2013,6.34,10.75,0.817,63.8,0.69,0.002,0.841,,,,,,0.0,0.0,0.3248738519798141
1478,Taiwan,Eastern Asia,2010,6.229,10.691,0.831,69.6,0.677,0.005,0.821,,,,,,7.831371273869752e-05,2.544771752002997e-06,0.3321332568661739
1483,Tajikistan,Central and Eastern Europe,2015,5.124,7.945,0.844,63.2,0.847,0.022,0.742,-0.882642269,,,,,0.0144855486007176,0.0052636555322091,0.3399571811927981
1489,Tajikistan,Central and Eastern Europe,2009,4.575,7.682,0.676,61.96,0.744,0.001,0.792,-1.025394559,51.9,16.211,35.468,1.51,0.0135753648854749,0.0040689962190955,0.3077495443803508
1491,Tajikistan,Central and Eastern Europe,2007,4.432,7.609,0.727,61.08,0.818,0.0,0.659,-0.752052188,54.4,18.63,34.609,1.44,0.0449010938179914,0.0250854203068027,0.3219161435243548
1492,Tanzania,Sub-Saharan Africa,2018,3.445,7.859,0.675,57.5,0.807,0.153,0.612,-0.570935011,,0.497,5.498,0.117,0.1362327590409983,0.056094111505568,0.404912299517734
1499,Tanzania,Sub-Saharan Africa,2011,4.074,7.649,0.883,53.04,0.736,-0.046,0.816,-0.024133479,,,,,0.1333692967949015,0.0544443495476221,0.3778314946114351
1503,Tanzania,Sub-Saharan Africa,2007,4.318,7.522,0.708,49.6,0.716,-0.013,0.707,-0.387062371,,,,,0.2099248190149051,0.1040957159372844,0.4027909686586264
1504,Thailand,Southeast Asia,2018,6.012,9.803,0.873,67.2,0.905,0.259,0.907,-0.799671888,,7.858,26.934,2.264,5.678102765185932e-05,1.5581372850907604e-05,0.3641217335828974
1505,Thailand,Southeast Asia,2017,5.939,9.765,0.877,67.0,0.923,0.212,0.884,-0.75284487,,7.883,28.869,1.633,6.185959610230323e-05,1.20536914095534e-05,0.3652875496040849
1506,Thailand,Southeast Asia,2016,6.074,9.729,0.908,66.8,0.924,0.356,0.878,-0.988581419,,4.347,27.082,1.58,7.014815151125785e-05,1.7463646065188126e-05,0.3689062793540488
1507,Thailand,Southeast Asia,2015,6.202,9.699,0.866,66.6,0.885,0.316,0.914,-0.99442929,,4.546,23.15,,0.00012647411614874406,6.157762710889175e-05,0.359873327472744
1508,Thailand,Southeast Asia,2014,6.985,9.672,0.933,66.38,0.9,0.553,0.92,-0.906386316,,,,,9.016121521115356e-05,1.9266950342769928e-05,0.3703266404572571
1509,Thailand,Southeast Asia,2013,6.231,9.667,0.926,66.16,0.781,0.456,0.925,-1.311682701,,,,,7.928049823954417e-05,1.4798029939211884e-05,0.3784710817138421
1510,Thailand,Southeast Asia,2012,6.3,9.645,0.906,65.94,0.847,0.38,0.909,-1.216630697,,,,,0.00017361291494274677,5.348004757715274e-05,0.3925666918030285
1511,Thailand,Southeast Asia,2011,6.664,9.579,0.884,65.72,0.927,0.4,0.923,-1.133533716,,,,,0.00011384531545448612,2.8271208935557228e-05,0.3745903339996366
1512,Thailand,Southeast Asia,2010,6.217,9.576,0.898,65.5,0.86,0.536,0.917,-1.442788363,,3.844,20.318,1.735,0.0002880910544060961,5.560892836571692e-05,0.394027714251103
1513,Thailand,Southeast Asia,2009,5.476,9.508,0.893,65.16,0.868,0.525,0.904,-1.42447114,,3.34,16.191,1.464,0.0003973075112332843,0.00010021438250650644,0.3960126382507482
1514,Thailand,Southeast Asia,2008,5.636,9.52,0.832,64.82,0.868,0.425,0.933,-1.272093296,,3.127,15.654,1.433,0.00038452492309961104,8.713039164162794e-05,0.4028827392424197
1515,Thailand,Southeast Asia,2007,5.784,9.508,0.889,64.48,0.87,0.391,0.898,-1.112847924,,2.931,15.135,1.397,0.0008143490504579111,0.00020101387967640807,0.3976151643249219
1516,Togo,Sub-Saharan Africa,2018,4.023,7.348,0.596,54.7,0.612,-0.007,0.809,-0.893912494,,0.759,4.022,0.026,0.085320762105954,0.0359794925098177,0.4253423697240223
